id,type_id,name,product-quanty,fav,display_price,price,img-cover,img-1,img-2,img-3,release_time,language,rating_id,co-op_valid,description,member_id,created_at,valid,exist_valid
26,1,星海遊俠 2 The Second Story R,,,1600,1440,StarOcean.jpg,StarOcean-0.jpg,StarOcean-1.jpg,StarOcean-2.jpg,2023-11-02,,3,0,"　　銀河聯邦的年輕軍官克洛德?C?肯尼，在他的上級，同時也是他父親的羅尼基斯的指揮下，調查在彌洛奇尼亞行星發現的神祕圓頂建築。過程中，他們發現了一個陌生裝置。為了展現自己的勇氣，克洛德不顧羅尼基斯制止，觸碰了裝置。他瞬間被耀眼的光芒包圍，從現場消失。
 
　　不久後甦醒的克洛德看見眼前一片綠意盎然，意識到自己被傳送到了陌生的土地。克洛德立刻嘗試與羅尼基斯通訊，但通訊器無法取得聯繫，使他束手無策。他環顧四周，打算先確認現狀，結果目睹魔物正要襲擊一名少女。
 
　　克洛德大喊著，並朝魔物衝去，使用父親給予他的光線槍──相位槍。
 
　　克洛德拯救的少女名叫蕾娜?蘭弗德，她深信使用發光武器從魔物手中拯救自己的克洛德，就是在她國家的傳說裡登場的「擁有光之劍的勇者」。
 
　　蕾娜為了報答克洛德，同時為了請勇者拯救這個國家，她帶著克洛德前往自己居住的雅利亞村。 
　　本作採用「雙主角系統」，可以從克洛德和蕾娜二位中選擇主角。在兩位主角的故事中，相同的事件發展會有所不同，和夥伴角色的對話事件等也將發生變化。",1,2023-10-03 10:09:00,1,
27,2,時尚造夢,,,1290,1161,FashionDreamer.jpg,FashionDreamer-0.jpg,FashionDreamer-1.jpg,FashionDreamer-2.jpg,2023-11-02,,1,0,"　　《時尚造夢》是以虛擬空間「EVE」為舞台，享受你喜歡的時髦穿搭的同時，跟被稱為「Muse」的形形色色的人互相認識，獲得源源不斷的「讚」，成為夢想中的時尚知名人物的新世代時尚換裝＆社交遊戲。
　　這次，我們帶來了《時尚造夢》的基本玩法介紹 ? 
　　「Muse」們總是對時髦充滿好奇！隨時追求著新的時尚穿搭。以你的品味為基礎，向這些「Muse」們提議穿搭＝「推搭」，如果他們喜歡你的穿搭，就會收到「讚」，被你的品味所吸引的「粉絲」也會增加！積極地與這些「Muse」進行交流，不斷成長為時尚知名人物吧 ? 
　　在互動過的「Muse」中，如果發現他們的穿搭裡有自己喜歡的時尚單品，只需要按「讚」，便可輕易獲得！獲得的單品不僅可以用作自己穿搭，也可以用在推搭。透過瀏覽大量穿搭來磨練自己的品味，並獲得各種不同的單品，用自己喜歡的穿搭來享受時髦吧 ?",2,2023-10-04 10:09:00,1,
28,2,聯盟外傳：努努之歌,,,1730,1557,SongOfNUNU.jpg,SongOfNUNU-0.jpg,SongOfNUNU-1.jpg,SongOfNUNU-2.jpg,2023-11-01,,2,0,,3,2023-10-05 10:09:00,1,
29,1,英雄傳說 閃之軌跡 III,,,1180,1062,TheLegendOfHeros.jpg,,,,2021-11-25,,3,0,,4,2023-10-06 10:09:00,1,
30,2,荒蕪異界（Desolatium）,,,880,792,Desolatium.jpg,Desolatium-0.jpg,Desolatium-1.jpg,Desolatium-2.jpg,2023-10-27,,3,0,"　　採滑鼠點擊玩法的《荒蕪異界》是一款基於以 H.P. 洛夫克拉夫特（H.P. Lovecraft ）風格神話題材的第一人稱視角恐怖冒險遊戲，玩家將探索神秘的地點、面對洛夫克拉夫特式生物，尋找線索以解決謎題。遊戲中設計四個角色，且擁有各自的劇情路線和目的地，但要小心玩家你所做出的決定可能會產生意想不到的後果，並進而導致走向不同的結局。
　　故事描述主角 Carter 從一個陌生房間的床舖上醒來，什麼都不記得的他環顧四周，並發現有些事情不對勁，他需要逃離這裡。你要調查神秘事件，才可以找到隱藏在所有瘋狂事件背後的人，但同時你可能也會找到你沒有在尋找的東西，並發現自己被帶進一個黑暗、恐怖和瘋狂的世界，一個「荒蕪」世界。",5,2023-10-07 10:09:00,1,
31,2,潛水員戴夫 DAVE THE DIVER,,,650,585,DAVE.jpg,,,,2023-10-26,,2,0,,1,2023-10-08 10:09:00,1,
32,2,潛龍諜影 Master Collection Vol.1,,,1390,1251,MASTERCOLLECTION.jpg,MASTERCOLLECTION-0.jpg,MASTERCOLLECTION-1.jpg,MASTERCOLLECTION-2.jpg,2023-10-24,,4,0,　　《潛龍諜影 Master Collection Vol.1》除了收錄《潛龍諜影》、《潛龍諜影 2：自由之子》、《潛龍諜影 3：食蛇者》之外，還有許多特典內容，包括《Metal Gear》系列首部作品，收錄各部遊戲文本的 Screenplay Book，詳解劇情與角色的 Master Book 等。特典內容還有由獲獎無數的插畫家 Ashley Wood 創作的兩部數位圖像小說《Metal Gear Solid: Digital Graphic Novel》，此一全語音數位漫畫透過精美的動態動畫描繪出《潛龍諜影》中的事件場面，其後的《Metal Gear Solid 2: Digital Graphic Novel》也描繪了後續事件的展開。,2,2023-10-09 10:09:00,1,
33,4,超級瑪利歐兄弟 驚奇（Super Mario Bros. Wonder）,,,1390,1251,SuperMarioBros-Wonder.jpg,SuperMarioBros-Wonder-0.jpg,SuperMarioBros-Wonder-1.jpg,SuperMarioBros-Wonder-2.jpg,2023-10-20,,1,1,　　《超級瑪利歐兄弟 驚奇》是延續《超級瑪利歐兄弟》系列原點之 2D 橫向捲軸動作過關玩法的新作，玩家將操作瑪利歐、路易吉、奇諾比奧、碧姬、黛西等一行人，在充滿熟悉元素且萬物都更為擬人的夢幻世界展開冒險。透過取得「驚奇花」來改變世界狀態，活用嶄新變身能力闖蕩關卡。最多可單機 4 人同樂。,3,2023-10-10 10:09:00,1,
34,4,夜行神龍 重製版（Gargoyles Remastered）,,,1000,900,Gargoyles Remastered.jpg,,,,2023-10-19,,2,1,"《夜行神龍》是 Disney 於 1994 年起播出的動畫影集，故事描述中世紀的歐洲存在著一種奇異的生物，他們有著過人的力量和鋒利的爪子甚至還生有能在空中滑翔的巨大翅膀，牠們在白天時將化為石像；改編遊戲於隔年在 Sega Genesis 平台推出。
相隔近 27 年後，Disney 於去年宣布懷舊遊戲《夜行神龍》將跟上《阿拉丁》、《獅子王》、《森林王子》等腳步移植重製。今日，官方釋出《夜行神龍 重製版》宣傳影片，展示新遊戲畫面外，同時宣布遊戲體驗將維持前作的經典玩法，並加入成就、遊戲倒帶等新功能。
 
　　《夜行神龍 重製版》中，玩家將扮演石像鬼的領袖歌利亞，使出碎石般的力量、用利爪攀登石塔和建築並在空中滑翔，掌握動作連貫的空中攻擊和肉搏戰，拯救世界不受邪惡毀滅。玩家可以在以動畫系列為靈感的畫面和忠於原版遊戲的經典 16 位元模式之間切換，而經過重製和最佳化的音樂特效也將為玩家帶來身歷其境的冒險旅程。",4,2023-11-08 10:09:00,1,
35,5,不朽國度：血族戰爭,,,960,864,Immortal Realms-Vampire Wars.jpg,,,,2021-12-28,,4,0,"
　
　　《不朽國度：血族戰爭》是一款設定在動盪黑暗血族世界的策略遊戲，包含了王國管理與回合制戰鬥系統，並加入了獨特的卡牌元素。到這個充滿了恐怖與傳奇的神秘世界一探究竟，親身體驗這場哥德史詩，以及充滿挑戰的遊戲關卡。自從人類歷史學家有記錄以來，遠古的德拉庫血脈就統治著神秘的瓦爾蒙特 - 血王座的國度。在這片偏遠的土地上，一個邪惡的吸血鬼王庭統治著人類。在吸血鬼王弗拉德?德拉庫與塞西莉亞?德拉庫這對不朽戀人的永恆凝視下，吸血鬼與凡人在此共同生存。
　　詛咒之地莫特拉上寒風席捲。很少有人生活在這片貧瘠的土地上，但這片土地並非沒有生命。古老的血屍家族潛伏在陰影中，等待著再度荼毒活人世界的那一天。與此同時，在千里冰封的北境伊賽恩，一支血族遺世獨立。他們是神秘的莫利亞氏族，精研著鮮血與魔法。無論是活人還是死者，都不敢幹擾他們的黑暗儀式與血腥盛宴。

遊戲特色：

．有四個強大的吸血鬼領主供玩家選擇，體驗一個迷人的故事跨越 12 個精心製作的任務
．三個獨特的吸血鬼氏族：每個都有獨特的單位，能力，遊戲機制和角色
．卡牌元素：卡牌元素大大增強了遊戲的可玩性，提供全新的遊戲玩法
．多種遊戲模式：招募新單位和在戰略模式中運籌帷幄，測試你對遊戲的理解。故事情節為主的單人模式也提供多種內容",5,2023-09-07 11:18:06,1,
36,6,風火輪解放 2 - 渦輪增壓,,,800,720,Hot Wheels Unleashed 2 - Turbocharged.jpg,,,,2023-10-19,,1,1,"
　　《風火輪解放 2 - 渦輪增壓》將推出超過 130 種車輛，包括首次亮相的摩托車和全地形車（ATVs）。官方表示，Stock、Powered 和 Ultimate 的車輛類別將區分性能，玩家亦可以使用技能點購買特定的專用技能，組裝理出想的車型以進一步滿足個人駕駛風格。
 
　　團隊指出，於《風火輪解放 2 - 渦輪增壓》中共有 5 個不同的環境在等著玩家，每個環境都有獨特的賽道表面，將影響車輛性能並提供更動態的比賽體驗。車輛還將能與賽道內外的多種物體互動，使比賽更加難以預測。
       隨著車輛和環境更加多樣化，開闢了更具動態性和戰略性的賽車場景，新增的兩項技能「衝刺」和「跳躍」將測試駕駛膽量和技巧。橫向衝刺將對戰術、躲避障礙物和衝線產生影響，同時玩家還可以隨時隨地進行戲劇性的跳躍。按一下按鈕，車手將有新的機會超越對手，發現隱藏捷徑，並找出新的賽道。官方指出，這些創新，加上首集遊戲中已經存在的漂移和加速功能，確保每場比賽都能提供獨特而激動人心的體驗，同時讓玩家更好地掌控自己的命運。",1,2023-11-27 14:59:09,1,
37,1,恐怖的世界（WORLD OF HORROR）,,,700,630,World of horror.jpg,,,,2023-10-19,,4,1,"  一款與怪異戰鬥，跨越冷血無情的重重選擇，如同地獄般的Roguelite RPG遊戲。本作是獻給伊藤潤二以及H.P.洛夫克拉夫特的1-bit情書。每次遊玩都會有所不同的噩夢般的邂逅，將化作解明不可解事件的鑰匙。在謎團的前方，等待著你的究竟是……《恐怖的世界》受到日本著名恐怖漫畫家伊藤潤二與美國恐怖奇幻小說家 H.P. Lovecraft 啟發，故事由馬來西亞恐怖小說家 Cassandra Khaw 撰寫，將塑造恐怖的城市場景與充滿扭曲的故事情節。遊戲故事講述在一個日本海邊小鎮農村，正面對著瘋狂恐怖的遭遇，玩家將調查關於惡魔回歸的民間傳說，解決難題並蒐集咒語。遊戲採用回合制戰鬥，玩家在搶先體驗版本中將可使用五個可遊玩的角色，每個人對於家鄉所發生的恐怖事件各有其看法，玩家要想辦法打敗可怕的 BOSS。
 ",2,2023-12-01 16:09:00,1,
38,2,共生邱比特,,,1700,1530,Cupid Parasite.jpg,,,,2021-12-24,,3,1,"本該使人墜入愛河的愛神邱比特，在陷入熱戀之後迎來的是……

與他度過Love×2的每一天！！

比以往更加甜蜜、更加刺激? 將為各位玩家帶來與他們＋？？？的新婚＆情侶生活！

本作為女神×相親聯誼戀愛喜劇作品「共生邱比特」的Fan disc！

將帶來與Parasite6在前作的GOOD END之後，充滿甜蜜的戀愛故事。

相愛的兩人即將面對的，難道又是不尋常的動盪風波……！？



本次還追加了第七位可攻略的新角色——梅列尼斯•萊文?

由木村良平、KENN、八代拓、榎木淳?、古川慎、岡本信?、上村祐翔等豪華聲優陣容共同獻聲！

片頭曲＆片尾曲依然由「The Biscats」演唱！Game Source Entertainment（GSE）宣布與日本遊戲公司 Idea Factory 旗下乙女遊戲品牌「Otomate」合作，預定於 2024 年 2 月 14 日情人節推出戀愛喜劇乙女遊戲《共生邱比特》的續作《共生邱比特 -Sweet & Spicy Darling.-》Nintendo Switch 亞洲繁體中文版本。
 
　　官方今天率先公開《共生邱比特 -Sweet & Spicy Darling.-》的預購、限定版、豪華版和指定店家通路特典情報，更為各位玩家準備了 Yuuya 老師繪製的中華風服飾亞洲版限定新圖。GSE 表示，本作除了延續與 Parasite6 的甜蜜戀愛故事，還追加了第七位可攻略新角色，敬請密切期待。",3,2023-10-22 21:05:07,1,
39,4,熱血物語 SP,,,850,765,River City Ransom SP.jpg,,,,2023-10-12,,2,1,"《熱血物語 SP》是 2016 年在 3DS 推出的《熱血物語 SP》的移植版。故事敘述主角國夫為了查明圍繞在熱血高中內的陰謀，與邪惡的根源展開鬥爭。不僅保留了原版本的氛圍，更增加了許多符合現今遊戲環境的要素。是一款改善畫面設計及操作性等細微部分並重啟的現代版作品，可以讓玩家更加舒適地體驗遊戲。
 
　　本作以假想都市「夢見町」為背景，體驗從熱血高中為中心展開的熱血搞笑動作故事。另外，本作的特點為具有多重結局，玩家有三天的時間，根據遊玩的方向將會決定最後一天所發生的事件並改變最後的結局。
 
　　玩家可以擊倒敵人獲得經驗值來提高等級，將升級時獲得的點數自由地分配給各種素質來培養角色。利用擊倒敵人時掉落的道具和金錢，不僅可以獲得有用的裝備，還可以學習《熱血》系列中熟悉的必殺技及新增加的必殺技等，體驗培訓的樂趣和爽快的動作感。
 ",4,2023-11-30 9:15:26,1,
40,2,人生遊戲 for Nintendo Switch（人生??? for Nintendo Switch,,,970,873,the game of life.jpg,,,,2023-10-06,,1,1,"  本作為經典桌遊遊戲《人生遊戲》系列最新 Switch 版本。在遊戲中，除了保留原本桌遊版豐富歡樂的模式玩法外，還加入隨著玩家棋子每次前進，都能增加知力、體力等各種數值來讓角色不斷成長的角色養成要素，並支援區域多人與線上多人對戰，讓玩家可以與家人朋友一起同樂，盡情享受《人生遊戲》獨有的桌遊對戰樂趣！這款遊戲還有一個經典的規則，即達到目標時擁有最多資產的玩家獲勝，按照輪盤上出現的數字前進，並在每個停止的方格的事件中經歷歡樂和悲傷。您還可以創建自己的頭像，這樣您可以更多地感同身受並享受樂趣。

  有兩種模式可供選擇：「人生??? for Nintendo Switch」，其中包含 Switch 版本的新功能，以及「??????????」，一款 2016 年發布的棋盤遊戲。它支援最多四人連線遊玩 和 離線單機遊玩，非常適合與家人和朋友一起玩。",5,2023-12-02 16:09:00,1,
41,2,名偵探皮卡丘 閃電回歸（?????名探偵?????）,,,950,855,Detective Pikachu Returns.jpg,,,,2023-10-06,,1,0,"　
在人類與寶可夢共生的城市裡，與會說人話的大叔皮卡丘一起挑戰各種事件，「我是皮卡丘。雖然這麼說有點跩，但……我是個名偵探！」

這次登場的皮卡丘跟平常有點不一樣?不但愛喝咖啡，神情舉止也跟大叔沒兩樣。明明擺出一副高高在上的態度和言行，卻總是讓人討厭不起來，這隻會說人話還自稱「名偵探」的皮卡丘和牠的搭檔青年?提姆，在人類與寶可夢共生的城市「萊姆市」中，與城市裡的寶可夢一起合力解開各種事件的謎團。

《名偵探皮卡丘》是由 Creatures 開發、任天堂發行的冒險遊戲。以人類和寶可夢共同生活的城市「萊姆市」為舞台，少年提姆為了尋找失蹤的父親和偵探皮卡丘相遇，並展開一段冒險故事。

　這次登場的皮卡丘跟平常有點不一樣?不但愛喝咖啡，神情舉止也跟大叔沒兩樣。明明擺出一副高高在上的態度和言行，卻總是讓人討厭不起來，這隻會說人話還自稱「名偵探」的皮卡丘和牠的搭檔青年?提姆，在人類與寶可夢共生的城市「萊姆市」中，與城市裡的寶可夢一起合力解開各種事件的謎團。
 ",1,2023-11-29 0:15:08,1,
42,5,戰律 2,,,1000,900,wargroove.jpg,,,,2023-10-05,,1,1,"
　　《戰律 2》中，玩家將展開全新冒險旅程、結交意想不到的朋友、面對神祕莫測的對手、經歷險惡的復仇陰謀、率領新的指揮官並運用全新分級「戰奏」技能系統對抗敵人，扭轉戰局。此外，遊戲還加入了編輯工具和多元的自訂工具，讓玩家可以設計地圖、過場動畫和故事，與大家分享。
 
　　故事描述一群滿心好奇的鼠人來到澳蘭尼亞進行學術考察。法赫利共和國缺乏軍事經驗，但他們的學術成就能彌補這項不足。指揮官萊特拉、碧絲特爾和隆布裝備了神祕的水晶科技，他們必須一同努力，為神祕金主探查情報。
 
　　每個指揮官都有獨特的「戰奏」技能，能幫助你扭轉戰局，消滅敵人，而在《戰律 2》中內建全新戰奏系統，大幅強化指揮官的戰奏技能，讓他們施展更猛烈的攻勢。另外還有全新單人 Roguelike 模式「征途模式」，在節奏緊張的小型戰鬥裡，每個決策的影響皆十分長遠；每場遭遇戰都會繼承上一場遭遇戰的金幣和生命值，所以每個單位都至關重要。",2,2023-11-15 19:19:06,1,
43,1,芙蕾德利卡（Frederica）,,,890,801,Frederica.jpg,,,,2023-09-28,,1,1,"　《芙蕾德利卡》是款採用 45 度斜向視角的奇幻題材動作角色扮演遊戲，故事敘述 7 名主角為了找到奪走言語的國王而勇闖迷宮最深處。打倒魔物獲得道具，返回據點強化裝備，每一次挑戰都會讓主角逐漸變強。

是要 1 人前進，還是 7 人聯手？
 
7 位主角都有各自不同的武器，包括劍、弓、拳與魔法等等。
無論是要用 1 名主角單獨前行，還是與夥伴接力前進，都取決於玩家。
被魔物打倒後，將失去部分獲得的道具，請務必多加注意。

往返於迷宮與據點吧！
 
在迷宮獲得的道具可以帶回據點，當作生產武器和作物的材料使用。
在一場又一場的戰鬥中，7 人會愈變愈強，並能隨之更加深入迷宮。

言語真的是一種邪惡嗎？
 
故事的舞台發生在一個被奪走了言語的王國。究竟國王為何要剝奪人們的言語呢？
而在深淵等待著玩家的會是希望，還是絕望呢？",3,2023-11-22 10:46:07,1,
44,1,Fate/Samurai Remnant,,,1700,1530,Fate-Samurai Remnant.jpg,,,,2023-09-28,,2,0,"
　　為了獲得能夠實現任何心願的願望機「盈月之器」，七名「御主」與七名擁有強大力量，在歷史上留名的英靈「從者」搭檔，與其他組別互相廝殺，直到剩下最後一組的儀式──「盈月之儀」。本作將以修練二天一流的劍士「宮本伊織」以及突然出現在其面前的神秘人物「Saber」的角度，描寫以江戶為舞台展開的激戰。

  以和風筆觸描繪的角色們將活躍於長屋、武家宅邸與遊郭林立，往來行人川流不息的江戶街道。在體驗於各地展開的「盈月之儀」故事的同時，與形形色色的角色交流、探索城鎮、挑戰並完成各式各樣的委託。

  本作的戰鬥為操作修練二天一流的劍士御主「宮本伊織」，並與擁有超乎人類強大力量的從者「Saber」並肩作戰，迎戰人類無法對付的強敵。玩家可以對從者下達指令發動強大技能攻擊，也可直接操作從者戰鬥。從者之間的激戰也是一大看點。",4,2023-12-02 11:10:27,1,
45,1,伊蘇 X -北境歷險-,,,1550,1395,YsxNordics.jpg,,,,2023-09-28,,2,0,"
　　本作舞台位於大小島嶼星羅棋布的北方海域「奧貝利亞灣」。 年輕冒險家亞特魯•克里斯汀完成在古代王國伊蘇的冒險後，在該處邂逅了海洋民族「諾曼」。在當地襲擊人們的不死亡靈「古里格」究竟是什麼……？
 
　　至前作《伊蘇 IX》為止所採用的戰鬥系統在本作中煥然一新。新系統「交叉動作」結合了操作自身角色並由夥伴以自動攻擊支援的「單人模式」，以及同時操作兩人進行一系列動作，與強敵一來一往進行攻防的「搭檔模式」，讓玩家根據情況選擇兩種模式進行戰鬥！
 
　　此外，在《伊蘇 X》中更將首次開放玩家操作帆船！除了能以海圖為線索探索廣大的海域，有時還會與敵船進行海戰，為本系列的精華「冒險樂趣」添加了新的元素！
 
　　另外，還加入了能大幅提升在野外與迷宮中探索自由度的特殊能力「瑪那動作」系統。
 
　　《伊蘇 X -北境歷險-》以年輕時的冒險家亞特魯•克里斯汀為主角，描繪在北方海域「奧貝利亞灣」的新冒險。敬請期待這款由《伊蘇 VIII》、《伊蘇 IX》的開發團隊所打造的系列最新作！",5,2023-11-28 7:42:02,1,
46,2,Trinoline（??????）,,,720,648,Trinoline.jpg,,,,2023-09-28,,2,0,"本作品是將在 2017 由 minori 所推出的同名成人戀愛冒險遊戲移植至 Nintendo Switch 平台，並針對全年齡的規範來調整遊戲內容的作品。
 
　　是以具有人工智慧的人型機器人「仿生人（Trino）」漸漸融入至社會之時代的父島為舞台，描寫幼年喪妹的主角，與貌似妹妹的仿生人跟罹患絕症的青梅竹馬，以及具有天才般頭腦的科學家們交流的故事。

故事：
 
　　我妹妹死了。她在盛夏的一個炎熱的日子，溺死了。
 
　　那件事成為了我無法忘懷的記憶，並一直深深地扎根在我的心中。我自己決定要帶著她沒能活下去的份，好好地活下去。把一切當作令人懷念的回憶，接受這段過去並向前邁進。
 
　　那份思念是千真萬確的。
 
　　痛苦的童年時代過去了，我過著日復一日地去上學的日子。當炎熱的夏天又再度來臨，使我稍微想起“她”的時候。
 
　　遠處突然傳來了妹妹所喜歡的曲子的琴聲。我一步步朝著琴聲的盡頭走去，出現在眼前的人正是妹妹。
 
　　「今後還請你多多指教了」「哥哥」
 ",1,0000-00-00 00:00:00,1,
47,1,無限神速斬 勇者鬥惡龍 達伊的大冒險,,,1450,1305,dragon quest the adventure of dai.jpg,,,,2023-09-28,,2,0,"　《無限神速斬 勇者鬥惡龍 達伊的大冒險》是以三?陸與稻田浩司創作，單行本累計發行超過 4700 萬本的暢銷漫畫《勇者鬥惡龍 達伊的大冒險》改編的動作角色扮演遊戲。

　依循原作劇情，讓玩家扮演少年勇者主角「達伊」踏上冒險旅程，歷經形形色色的事件、結識志同道合的夥伴，攜手對抗企圖征服人界的魔王軍。

　　本作的魅力之一是能夠重溫動畫《勇者鬥惡龍 達伊的大冒險》中描繪的戰鬥。這次從眾多的戰鬥中選出達伊在迪爾穆林島修練時的戰鬥來介紹給大家！除了這裡介紹的動作以外，本作中還有其他各種各樣的動作，在《無限神速斬 勇者鬥惡龍 達伊的大冒險》本篇中充分利用這些動作來對抗強大的敵人吧！",2,2023-11-18 19:05:26,1,
48,2,皮克敏 1+2,,,980,882,Pikmin 1+2.jpg,,,,2023-09-22,,1,1,"　　身為救援隊新人的你，好不容易到達了這個充滿生命的未知行星。你在這裡遇到了不可思議的生物 —— 皮克敏以及救援隊的搜救犬歐慶。為了營救落難者和修復故障的宇宙船，你將和牠們一同開始探索這個星球。

　　皮克敏被拔出來後就會開始活動，當你吹哨子，它們就會成群結隊地跟上來，將它們投擲後便會代替你完成許多事情。另外，搜救犬歐慶也是非常可靠的搭檔。

　　探索不局限於地上，連地下也可以進行探索。地下開展了與地上完全不同的世界，可以發現神秘機關、未知的原生生物以及嶄新的寶物。還有，或許有落難者正在等著你前去營救。

　　發揮「當多慮」對皮克敏跟歐慶下達指示，在限制時間內比對手搬運更多的東西就會獲得勝利。隨著救出更多落難者，在有宇宙船的營地中可以做的事情也會跟著增加。
 
　　還可以去平常無法前往的晚上的探索……原生生物會變得凶暴的危險夜晚。與只在夜晚才會出現的發光皮克敏相遇。
 
　　襲擊而來的原生生物目標是可以採集到珍貴精華的「發光巢穴」。請借助發光皮克敏的力量，守護「發光巢穴」免受原生生物的侵害！",3,2023-12-03 3:06:09,1,
49,2,探靈直播 2,,,840,756,Escape from Hotel Izanami2-05.jpg,,,,2023-09-21,,3,0," 《探靈直播》一代描述三名實況主為了拍攝恐怖景點，在廢棄飯店躲避突然出現的人偶追擊並求生，每當三位美少女主角面臨生存危機時，就會進行《探靈直播》獨有的特別事件 CG，還具備了玩家能夠觸碰處於危機中的角色，進行互動的功能，而引發玩家討論。《探靈直播 2》故事描述愛月陽葵、?宮雅、柊藍那三個人為了拍攝影片，這次前往知名靈異地點的廢棄購物中心「堵替塚快樂地」。
 
　　當他們抵達廢墟後，什麼也沒發生，三人因拍攝缺乏刺激感一時感到意志消沉，卻被突如其來的猴子人偶襲擊。當陽葵睜開眼時，卻不見小雅和藍那的蹤影...陽葵等人被困在廢棄購物中心裡，各自展開了探索，試圖逃出此地。玩家這次將伴隨美少女在化為廢墟的購物中心內，透過道具及線索提示逃出神秘人偶魔掌。

  官方表示，在二代中陽葵、藍那、雅三人將於各自不同的地點展開探索，玩家需要切換角色來找出逃脫的線索，究竟三人能否平安無事地全員會合，成功逃出廢棄購物中心呢？在三人探索廢棄購物中心的途中，將會有神秘猴子人偶襲來，玩家遇到人偶後要立即逃跑、躲藏，逃過追擊。
 
　　為了逃出廢棄購物中心，玩家需要獲得道具及線索，玩家可以仔細搜索廢棄購物中心內部，獲取逃脫所需的道具及線索。",4,2023-12-01 8:19:03,1,
50,1,復活邪神 2,,,830,747,Romancing SaGa 2.jpg,,,,2021-12-23,,4,0,,5,2023-11-14 9:27:38,1,
51,4,真•三國無雙 8 Empires,,,1580,1422,Dynasty Warriors 8-Empires.jpg,,,,2021-12-23,,2,0,,1,2023-11-24 2:14:13,1,
52,1,最後的咒語（The Last Spell）,,,860,774,The Last Spell.jpg,,,,2023-09-15,,4,0,,2,2023-11-29 16:19:27,1,
53,2,華彩煌煌，吾之一族 摩登時代,,,1470,1323,Modern love.jpg,,,,2023-09-15,,3,0,,3,2023-11-17 17:57:03,1,
54,8,AK 蠑螈,,,880,792,AK-xolotl.jpg,,,,2023-09-14,,1,0,,4,2320-11-24 12:24:50,1,
